Start_date,Start_day,Start_time,SHour,End_date,End_day,End_time,Duration,Category,Pickup,Destination,KM,Purpose,Driver_Rating,Fare,Tip,Payment_Method,Status
20-Mar-16,Sunday,23:19:00,23,20-Mar-16,Sunday,23:26:00,00:07:00,Business,Marigny,Storyville,1.5,,5,79.5,,Card,Completed
19-Apr-16,Tuesday,17:43:00,17,19-Apr-16,Tuesday,18:18:00,00:35:00,Business,New Orleans,Kenner,12.6,Meeting,0,445.8,44,Uber Cash,Completed
16-Jan-16,Saturday,18:45:00,18,16-Jan-16,Saturday,19:12:00,00:27:00,,Pontchartrain Shores,Pontchartrain Shores,4.8,,0,188.4,18,Cash,Completed
31-Dec-16,Saturday,19:41:00,19,31-Dec-16,Saturday,19:50:00,00:09:00,,Kenner,Kenner,2.2,,0,102.6,10,Uber Cash,Completed
30-Jul-16,Saturday,21:14:00,21,30-Jul-16,Saturday,21:42:00,00:28:00,,Kenner,New Orleans,13,,4,459,45,Uber Cash,Completed
02-Oct-16,Sunday,07:37:00,7,02-Oct-16,Sunday,08:48:00,01:11:00,,New Orleans,Covington,46.9,,1,1577.7,99,Gift Card,Completed
25-Oct-16,Tuesday,08:51:00,8,25-Oct-16,Tuesday,09:00:00,00:09:00,,Covington,Covington,2.5,,2,112.5,11,Cash,Completed
16-Oct-16,Sunday,09:05:00,9,16-Oct-16,Sunday,09:33:00,00:28:00,,Covington,Covington,8.6,,2,313.8,31,Gift Card,Completed
06-Oct-16,Thursday,09:43:00,9,06-Oct-16,Thursday,10:08:00,00:25:00,,Covington,Covington,5.2,,0,201.6,20,Cash,Completed
08-Mar-16,Tuesday,10:22:00,10,08-Mar-16,Tuesday,10:39:00,00:17:00,,Covington,Covington,7.6,,2,280.8,28,Gift Card,Completed
02-Dec-16,Friday,10:51:00,10,02-Dec-16,Friday,10:58:00,00:07:00,,Covington,Covington,1.8,,4,89.4,8,Card,Completed
29-Jan-16,Friday,11:06:00,11,29-Jan-16,Friday,11:24:00,00:18:00,Business,Covington,Mandeville,4.7,,2,185.1,18,Card,Completed
30-Apr-16,Saturday,11:30:00,11,30-Apr-16,Saturday,11:42:00,00:12:00,Business,Mandeville,Mandeville,2.8,,2,122.4,12,Uber Cash,Completed
06-Mar-16,Sunday,12:22:00,12,06-Mar-16,Sunday,13:02:00,00:40:00,Business,Mandeville,Metairie,30,,1,1020,100,UPI/e-Wallet,Completed
22-Sep-16,Thursday,13:56:00,13,22-Sep-16,Thursday,14:05:00,00:09:00,Business,Metairie,Kenner,4.4,,,175.2,17,Card,Completed
04-May-16,Wednesday,21:09:00,21,04-May-16,Wednesday,21:19:00,00:10:00,Business,Jamestown Court,Jamestown Court,1,,5,63,,Cash,Completed
17-May-16,Tuesday,00:48:00,0,17-May-16,Tuesday,01:05:00,00:17:00,Business,Morrisville,Cary,8.2,Customer Visit,5,300.6,30,Card,Completed
24-Jan-16,Sunday,20:13:00,20,24-Jan-16,Sunday,20:33:00,00:20:00,Business,Cary,Durham,10.4,Meeting,2,373.2,37,Uber Cash,Completed
18-Apr-16,Monday,23:34:00,23,18-Apr-16,Monday,23:59:00,00:25:00,Business,Durham,Cary,9.9,Meeting,2,356.7,35,Cash,Completed
18-Jan-16,Monday,23:34:00,23,18-Jan-16,Monday,23:59:00,00:25:00,Business,Durham,Cary,9.9,Meeting,4,356.7,35,Card,Completed
09-Jun-16,Thursday,08:56:00,8,09-Jun-16,Thursday,09:24:00,00:28:00,Business,Cary,Morrisville,7.3,,2,270.9,27,Uber Cash,Completed
28-Jan-16,Thursday,10:22:00,10,28-Jan-16,Thursday,10:38:00,00:16:00,Business,Morrisville,Cary,7.4,,4,274.2,27,Uber Cash,Completed
30-Jan-16,Saturday,11:49:00,11,30-Jan-16,Saturday,11:51:00,00:02:00,Business,Whitebridge,Westpark Place,1.6,,1,82.8,,Cash,Completed
24-Jun-16,Friday,12:11:00,12,24-Jun-16,Friday,12:16:00,00:05:00,Business,Westpark Place,Whitebridge,1.8,,0,89.4,,Uber Cash,Completed
19-Oct-16,Wednesday,20:11:00,20,19-Oct-16,Wednesday,20:29:00,00:18:00,Business,Cary,Durham,10.4,Meeting,1,373.2,37,Uber Cash,Completed
16-Feb-16,Tuesday,23:38:00,23,16-Feb-16,Tuesday,23:59:00,00:21:00,Business,Durham,Cary,9.9,Meeting,2,356.7,35,Cash,Completed
19-Oct-16,Wednesday,20:09:00,20,19-Oct-16,Wednesday,20:26:00,00:17:00,Business,Cary,Durham,9.9,Meeting,1,356.7,35,Uber Cash,Completed
24-Feb-16,Wednesday,00:00:00,0,24-Feb-16,Wednesday,00:25:00,00:25:00,Business,Durham,Cary,9.9,Meeting,4,356.7,35,Gift Card,Completed
19-Apr-16,Tuesday,09:34:00,9,19-Apr-16,Tuesday,09:57:00,00:23:00,Business,Cary,Raleigh,13.3,Meeting,0,468.9,46,Cash,Completed
28-Dec-16,Wednesday,12:36:00,12,28-Dec-16,Wednesday,13:00:00,00:24:00,Business,Raleigh,Cary,11.3,Meeting,3,402.9,40,Gift Card,Completed
14-Apr-16,Thursday,20:06:00,20,14-Apr-16,Thursday,20:24:00,00:18:00,Business,Cary,Durham,10.5,Meeting,0,376.5,37,Cash,Completed
10-Dec-16,Saturday,23:48:00,23,10-Dec-16,Saturday,08:00:00,08:12:00,Business,Durham,Cary,9.9,Meeting,1,356.7,35,Uber Cash,Completed
01-Nov-16,Tuesday,20:18:00,20,01-Nov-16,Tuesday,20:36:00,00:18:00,Business,Cary,Durham,10.1,Meeting,4,363.3,36,Gift Card,Completed
18-Mar-16,Friday,23:48:00,23,18-Mar-16,Friday,23:55:00,00:07:00,Business,Durham,Cary,9.9,Meeting,3,356.7,35,Cash,Completed
11-Dec-16,Sunday,00:28:00,0,11-Dec-16,Sunday,00:38:00,00:10:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2,132.3,13,Uber Cash,Completed
22-May-16,Sunday,03:02:00,3,22-May-16,Sunday,03:08:00,00:06:00,Business,Morrisville,Cary,3.1,Errand/Supplies,0,132.3,13,Gift Card,Completed
22-Feb-16,Monday,20:00:00,20,22-Feb-16,Monday,20:18:00,00:18:00,Business,Cary,Durham,9.9,Meeting,5,356.7,35,UPI/e-Wallet,Completed
29-Oct-16,Saturday,00:32:00,0,29-Oct-16,Saturday,00:47:00,00:15:00,Business,Durham,Cary,9.9,Meeting,1,356.7,35,Card,Completed
16-Aug-16,Tuesday,17:31:00,17,16-Aug-16,Tuesday,17:49:00,00:18:00,Business,Whitebridge,Summerwinds,8.8,Meeting,2,320.4,32,Card,Completed
03-May-16,Tuesday,18:23:00,18,03-May-16,Tuesday,18:49:00,00:26:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,2,317.1,31,Card,Completed
10-May-16,Tuesday,20:00:00,20,10-May-16,Tuesday,20:17:00,00:17:00,Business,Cary,Durham,11.8,Meeting,0,419.4,41,Card,Completed
18-Jun-16,Saturday,00:00:00,0,18-Jun-16,Saturday,00:05:00,00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,,69.6,,UPI/e-Wallet,Completed
27-May-16,Friday,00:08:00,0,27-May-16,Friday,00:28:00,00:20:00,Business,Durham,Cary,9.9,Meeting,,356.7,35,UPI/e-Wallet,Completed
14-Feb-16,Sunday,16:48:00,16,14-Feb-16,Sunday,16:52:00,00:04:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,4,49.8,,UPI/e-Wallet,Completed
08-Jan-16,Friday,20:06:00,20,08-Jan-16,Friday,20:26:00,00:20:00,Business,Cary,Durham,9.9,,5,356.7,35,UPI/e-Wallet,Completed
07-Apr-16,Thursday,22:41:00,22,07-Apr-16,Thursday,23:02:00,00:21:00,Business,Durham,Morrisville,8.6,,2,313.8,31,UPI/e-Wallet,Completed
29-Jul-16,Friday,00:33:00,0,29-Jul-16,Friday,00:53:00,00:20:00,Business,Morrisville,Cary,6.3,Meal/Entertain,1,237.9,23,UPI/e-Wallet,Completed
29-Aug-16,Monday,09:06:00,9,29-Aug-16,Monday,09:25:00,00:19:00,Business,Cary,Durham,9.9,Meeting,,356.7,35,UPI/e-Wallet,Completed
12-Feb-16,Friday,12:48:00,12,12-Feb-16,Friday,13:08:00,00:20:00,Business,Durham,Cary,9.9,,4,356.7,35,UPI/e-Wallet,Completed
31-Aug-16,Wednesday,20:04:00,20,31-Aug-16,Wednesday,20:14:00,00:10:00,Business,Cary,Morrisville,3.3,Meal/Entertain,,138.9,13,UPI/e-Wallet,Completed
28-Jul-16,Thursday,23:46:00,23,28-Jul-16,Thursday,23:59:00,00:13:00,Business,Morrisville,Cary,3.1,Customer Visit,3,132.3,13,UPI/e-Wallet,Completed
30-Jan-16,Saturday,08:22:00,8,30-Jan-16,Saturday,08:50:00,00:28:00,Business,Cary,Morrisville,7.9,Temporary Site,5,290.7,29,UPI/e-Wallet,Completed
30-Nov-16,Wednesday,10:27:00,10,30-Nov-16,Wednesday,10:33:00,00:06:00,Business,Morrisville,Cary,8.9,,0,323.7,32,UPI/e-Wallet,Completed
02-Nov-16,Wednesday,12:59:00,12,02-Nov-16,Wednesday,13:35:00,00:36:00,Business,Kenner,New Orleans,12.8,,1,452.4,45,UPI/e-Wallet,Completed
06-Mar-16,Sunday,09:50:00,9,06-Mar-16,Sunday,10:13:00,00:23:00,Business,CBD,Pontchartrain Beach,7.7,,0,284.1,28,UPI/e-Wallet,Completed
20-Jan-16,Wednesday,10:51:00,10,20-Jan-16,Wednesday,11:12:00,00:21:00,Business,Pontchartrain Beach,CBD,7,,3,261,26,UPI/e-Wallet,Completed
21-Mar-16,Monday,13:48:00,13,21-Mar-16,Monday,14:11:00,00:23:00,Business,New Orleans,Metairie,12.5,,3,442.5,44,UPI/e-Wallet,Completed
27-Sep-16,Tuesday,17:11:00,17,27-Sep-16,Tuesday,17:30:00,00:19:00,Business,Kenner,New Orleans,13.2,,3,465.6,46,UPI/e-Wallet,Completed
10-Sep-16,Saturday,09:03:00,9,10-Sep-16,Saturday,09:46:00,00:43:00,Business,New Orleans,Kenner,13,,0,459,45,UPI/e-Wallet,Completed
07-Oct-16,Friday,09:52:00,9,07-Oct-16,Friday,10:06:00,00:14:00,Business,Kenner,Metairie,4.9,,2,191.7,19,Uber Cash,Completed
20-Mar-16,Sunday,10:15:00,10,20-Mar-16,Sunday,10:33:00,00:18:00,Business,Metairie,New Orleans,8.5,,4,310.5,31,Cash,Completed
05-Apr-16,Tuesday,14:10:00,14,05-Apr-16,Tuesday,14:17:00,00:07:00,Business,CBD,St Thomas,1.3,,5,72.9,,Uber Cash,Completed
19-Feb-16,Friday,16:04:00,16,19-Feb-16,Friday,16:15:00,00:11:00,Business,St Thomas,CBD,1.8,,2,89.4,,Card,Completed
27-Jan-16,Wednesday,18:05:00,18,27-Jan-16,Wednesday,18:21:00,00:16:00,Business,New Orleans,Kenner,13.6,,2,478.8,47,Uber Cash,Completed
06-Mar-16,Sunday,19:51:00,19,06-Mar-16,Sunday,20:08:00,00:17:00,Business,Kenner,New Orleans,13.4,,1,472.2,47,Uber Cash,Completed
29-Nov-16,Tuesday,16:10:00,16,29-Nov-16,Tuesday,16:45:00,00:35:00,Business,New Orleans,Kenner,12.3,,0,435.9,43,Uber Cash,Completed
29-Nov-16,Tuesday,19:21:00,19,29-Nov-16,Tuesday,19:26:00,00:05:00,Personal,Kenner,Kenner,1.4,,4,76.2,,Cash,Completed
12-Jun-16,Sunday,23:47:00,23,12-Jun-16,Sunday,23:59:00,00:12:00,Personal,Morrisville,Cary,8.7,,1,317.1,31,Gift Card,Completed
06-Jan-16,Wednesday,12:39:00,12,06-Jan-16,Wednesday,13:20:00,00:41:00,Personal,Cary,Morrisville,23.5,,1,805.5,80,Gift Card,Completed
02-Aug-16,Tuesday,13:25:00,13,02-Aug-16,Tuesday,13:39:00,00:14:00,Personal,Morrisville,Morrisville,2.2,,4,102.6,10,Cash,Completed
01-Jan-16,Friday,13:42:00,13,01-Jan-16,Friday,13:54:00,00:12:00,Personal,Morrisville,Cary,4.4,,4,175.2,17,Uber Cash,Completed
24-Feb-16,Wednesday,15:51:00,15,24-Feb-16,Wednesday,15:59:00,00:08:00,Personal,Cary,Morrisville,3.3,,0,138.9,13,Uber Cash,Completed
05-Aug-16,Friday,16:03:00,16,05-Aug-16,Friday,16:34:00,00:31:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,5,419.4,40,Uber Cash,Completed
26-Nov-16,Saturday,16:39:00,16,26-Nov-16,Saturday,20:05:00,03:26:00,Business,Morrisville,Banner Elk,195.3,,5,6474.9,0,Cash,Completed
24-Mar-16,Thursday,11:32:00,11,24-Mar-16,Thursday,11:53:00,00:21:00,Personal,Banner Elk,Banner Elk,8.3,,5,303.9,30,Card,Completed
26-Jun-16,Sunday,12:09:00,12,26-Jun-16,Sunday,12:19:00,00:10:00,Personal,Banner Elk,Banner Elk,3.2,,5,135.6,13,Card,Completed
10-Sep-16,Saturday,12:35:00,12,10-Sep-16,Saturday,13:15:00,00:40:00,Personal,Banner Elk,Elk Park,22.4,,5,769.2,76,Card,Completed
23-May-16,Monday,15:03:00,15,23-May-16,Monday,15:33:00,00:30:00,Personal,Elk Park,Banner Elk,12.2,,2,432.6,43,Card,Completed
03-Mar-16,Thursday,15:40:00,15,03-Mar-16,Thursday,15:52:00,00:12:00,Personal,Banner Elk,Banner Elk,4.5,,4,178.5,17,Card,Completed
06-Nov-16,Sunday,13:14:00,13,06-Nov-16,Sunday,14:10:00,00:56:00,Personal,Banner Elk,Newland,28.1,,1,957.3,95,Uber Cash,Completed
15-Aug-16,Monday,14:14:00,14,15-Aug-16,Monday,14:30:00,00:16:00,Personal,Newland,Newland,3.8,,4,155.4,15,Card,Completed
02-Mar-16,Wednesday,15:29:00,15,02-Mar-16,Wednesday,16:57:00,01:28:00,Personal,Newland,Boone,41.9,,,1412.7,41,Card,Completed
24-Nov-16,Thursday,19:42:00,19,24-Nov-16,Thursday,20:35:00,00:53:00,Personal,Boone,Banner Elk,23.8,,5,815.4,81,Uber Cash,Completed
23-Nov-16,Wednesday,21:45:00,21,23-Nov-16,Wednesday,22:18:00,00:33:00,Personal,Banner Elk,Banner Elk,13,,5,459,45,Cash,Completed
17-Nov-16,Thursday,22:50:00,22,17-Nov-16,Thursday,23:03:00,00:13:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,5,175.2,17,Card,Completed
14-Sep-16,Wednesday,11:23:00,11,14-Sep-16,Wednesday,11:50:00,00:27:00,Personal,Banner Elk,Boone,15.1,Charity ($),,528.3,52,Uber Cash,Completed
30-Mar-16,Wednesday,12:20:00,12,30-Mar-16,Wednesday,15:25:00,03:05:00,Personal,Boone,Cary,180.2,Commute,5,5976.6,0,Uber Cash,Completed
23-Aug-16,Tuesday,10:37:00,10,23-Aug-16,Tuesday,10:49:00,00:12:00,Personal,Cary,Morrisville,4.1,Moving,5,165.3,16,Cash,Completed
09-Aug-16,Tuesday,10:54:00,10,09-Aug-16,Tuesday,11:15:00,00:21:00,Personal,Morrisville,Cary,6.1,Moving,4,231.3,23,UPI/e-Wallet,Completed
16-Apr-16,Saturday,11:25:00,11,16-Apr-16,Saturday,11:36:00,00:11:00,Personal,Northwoods,Preston,3.3,Moving,,138.9,13,Uber Cash,Completed
09-Mar-16,Wednesday,11:40:00,11,09-Mar-16,Wednesday,11:56:00,00:16:00,Personal,Preston,Whitebridge,4.7,Moving,4,185.1,18,UPI/e-Wallet,Completed
12-Feb-16,Friday,17:12:00,17,12-Feb-16,Friday,17:33:00,00:21:00,Business,Cary,Apex,7.2,Meeting,3,267.6,26,Cash,Completed
10-May-16,Tuesday,18:32:00,18,10-May-16,Tuesday,18:47:00,00:15:00,Business,Apex,Cary,5.5,Meal/Entertain,4,211.5,21,Uber Cash,Completed
30-Jan-16,Saturday,19:07:00,19,30-Jan-16,Saturday,19:14:00,00:07:00,Business,Cary,Morrisville,3.3,Meal/Entertain,,138.9,13,Uber Cash,Completed
09-Sep-16,Friday,20:28:00,20,09-Sep-16,Friday,20:32:00,00:04:00,Business,Hazelwood,Weston,0.9,Errand/Supplies,3,59.7,5,UPI/e-Wallet,Completed
19-Aug-16,Friday,21:11:00,21,19-Aug-16,Friday,21:19:00,00:08:00,Business,Morrisville,Cary,3.8,Meal/Entertain,1,155.4,15,Uber Cash,Completed
10-Oct-16,Monday,10:35:00,10,10-Oct-16,Monday,10:51:00,00:16:00,Business,Whitebridge,Stonewater,6.4,Customer Visit,4,241.2,24,UPI/e-Wallet,Completed
25-Nov-16,Friday,10:56:00,10,25-Nov-16,Friday,11:11:00,00:15:00,Business,Stonewater,Lexington Park at Amberly,3,Meeting,0,129,12,Uber Cash,Completed
31-Aug-16,Wednesday,11:30:00,11,31-Aug-16,Wednesday,12:00:00,00:30:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,2,317.1,31,Uber Cash,Completed
19-Feb-16,Friday,17:14:00,17,19-Feb-16,Friday,17:24:00,00:10:00,Business,Whitebridge,Chessington,3.9,Errand/Supplies,3,158.7,15,Cash,Completed
13-Dec-16,Tuesday,17:50:00,17,13-Dec-16,Tuesday,18:08:00,00:18:00,Personal,Chessington,Whitebridge,4.8,,4,188.4,18,Card,Completed
02-Nov-16,Wednesday,17:12:00,17,02-Nov-16,Wednesday,17:24:00,00:12:00,Personal,Whitebridge,Edgehill Farms,2.8,,0,122.4,12,Card,Completed
22-Jan-16,Friday,17:50:00,17,22-Jan-16,Friday,17:57:00,00:07:00,Personal,Edgehill Farms,Preston,1.4,,1,76.2,7,Card,Completed
06-Jan-16,Wednesday,18:16:00,18,06-Jan-16,Wednesday,18:20:00,00:04:00,Personal,Preston,Whitebridge,1.4,,1,76.2,7,Uber Cash,Completed
28-Mar-16,Monday,17:17:00,17,28-Mar-16,Monday,17:23:00,00:06:00,Business,Whitebridge,Edgehill Farms,2.7,,2,119.1,11,Cash,Completed
16-Nov-16,Wednesday,17:42:00,17,16-Nov-16,Wednesday,17:51:00,00:09:00,Business,Edgehill Farms,Burtrose,2.3,,,105.9,10,Uber Cash,Completed
05-Sep-16,Monday,18:27:00,18,05-Sep-16,Monday,18:42:00,00:15:00,Business,Cary,Morrisville,3.7,,2,152.1,15,Card,Completed
31-Dec-16,Saturday,19:30:00,19,31-Dec-16,Saturday,19:39:00,00:09:00,Business,Morrisville,Cary,2.9,,5,125.7,12,Card,Completed
11-Jan-16,Monday,10:42:00,10,11-Jan-16,Monday,10:53:00,00:11:00,Business,Cary,Morrisville,3.8,,5,155.4,15,Uber Cash,Completed
23-Mar-16,Wednesday,11:11:00,11,23-Mar-16,Wednesday,11:25:00,00:14:00,Business,Morrisville,Cary,5.1,,,198.3,19,Cash,Completed
17-Dec-16,Saturday,11:37:00,11,17-Dec-16,Saturday,12:00:00,00:23:00,Business,Hazelwood,Lexington Park at Amberly,9.1,,2,330.3,33,Uber Cash,Completed
08-Dec-16,Thursday,12:14:00,12,08-Dec-16,Thursday,12:31:00,00:17:00,Business,Cary,Durham,8,,,294,29,Card,Completed
11-Mar-16,Friday,13:21:00,13,11-Mar-16,Friday,13:42:00,00:21:00,Business,Durham,Cary,9.9,Meeting,0,356.7,35,Card,Completed
25-Dec-16,Sunday,14:27:00,14,25-Dec-16,Sunday,14:43:00,00:16:00,Business,Cary,Morrisville,6.1,Meal/Entertain,4,231.3,23,Cash,Completed
13-Jan-16,Wednesday,15:49:00,15,13-Jan-16,Wednesday,16:22:00,00:33:00,Business,Morrisville,Cary,12.2,,0,432.6,43,Card,Completed
06-Apr-16,Wednesday,18:33:00,18,06-Apr-16,Wednesday,18:51:00,00:18:00,Business,Wayne Ridge,Whitebridge,8,,1,294,29,Card,Completed
27-Mar-16,Sunday,14:27:00,14,27-Mar-16,Sunday,14:44:00,00:17:00,Business,Cary,Morrisville,4,,5,162,16,Card,Completed
15-Jan-16,Friday,14:48:00,14,15-Jan-16,Friday,15:12:00,00:24:00,Business,Morrisville,Cary,9.5,,5,343.5,34,Cash,Completed
22-May-16,Sunday,15:15:00,15,22-May-16,Sunday,15:27:00,00:12:00,Business,Cary,Morrisville,3,,1,129,12,Card,Completed
25-Jul-16,Monday,15:50:00,15,25-Jul-16,Monday,16:10:00,00:20:00,Business,Morrisville,Cary,6.3,,3,237.9,23,Card,Completed
15-Apr-16,Friday,20:17:00,20,15-Apr-16,Friday,20:33:00,00:16:00,Business,Cary,Durham,10.4,Meeting,1,373.2,37,Card,Completed
26-Aug-16,Friday,23:18:00,23,26-Aug-16,Friday,23:43:00,00:25:00,Business,Durham,Cary,9.9,Meeting,4,356.7,35,Card,Completed
14-Nov-16,Monday,10:35:00,10,14-Nov-16,Monday,10:41:00,00:06:00,Business,Whitebridge,Parkway,1.5,,5,79.5,7,Card,Completed
14-Dec-16,Wednesday,10:47:00,10,14-Dec-16,Wednesday,10:58:00,00:11:00,Business,Cary,Morrisville,4.9,,4,191.7,19,Cash,Completed
27-Aug-16,Saturday,11:04:00,11,27-Aug-16,Saturday,11:33:00,00:29:00,Business,Morrisville,Cary,7.9,,2,290.7,29,Card,Completed
15-Apr-16,Friday,11:37:00,11,15-Apr-16,Friday,11:44:00,00:07:00,Business,Parkway,Whitebridge,1.7,,5,86.1,8,Card,Completed
16-Nov-16,Wednesday,15:43:00,15,16-Nov-16,Wednesday,15:49:00,00:06:00,Business,Whitebridge,Westpark Place,2.2,,1,102.6,10,Card,Completed
13-Aug-16,Saturday,17:14:00,17,13-Aug-16,Saturday,17:24:00,00:10:00,Business,Westpark Place,Whitebridge,2.1,,0,99.3,9,Card,Completed
27-Dec-16,Tuesday,20:52:00,20,27-Dec-16,Tuesday,21:00:00,00:08:00,Business,Cary,Morrisville,2.5,Meal/Entertain,1,112.5,11,Cash,Completed
22-Oct-16,Saturday,22:31:00,22,22-Oct-16,Saturday,22:39:00,00:08:00,Business,Morrisville,Cary,2.5,Meal/Entertain,0,112.5,11,UPI/e-Wallet,Completed
22-Oct-16,Saturday,19:08:00,19,22-Oct-16,Saturday,19:20:00,00:12:00,Business,Cary,Morrisville,2.8,,3,122.4,12,Card,Completed
12-Apr-16,Tuesday,21:34:00,21,12-Apr-16,Tuesday,21:57:00,00:23:00,Business,Morrisville,Raleigh,14.7,,2,515.1,51,UPI/e-Wallet,Completed
07-Dec-16,Wednesday,22:00:00,22,07-Dec-16,Wednesday,22:26:00,00:26:00,Business,Raleigh,Morrisville,14.6,,2,511.8,51,Cash,Completed
16-Sep-16,Friday,00:04:00,0,16-Sep-16,Friday,00:09:00,00:05:00,Business,Morrisville,Cary,2.3,,0,105.9,10,Card,Completed
14-Mar-16,Monday,15:45:00,15,14-Mar-16,Monday,15:47:00,00:02:00,Business,Whitebridge,Westpark Place,2.2,,5,102.6,10,Card,Completed
24-May-16,Tuesday,17:27:00,17,24-May-16,Tuesday,17:45:00,00:18:00,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,4,102.6,10,UPI/e-Wallet,Completed
01-Jul-16,Friday,17:02:00,17,01-Jul-16,Friday,17:27:00,00:25:00,Business,Cary,Durham,14,,5,492,49,Card,Completed
15-Dec-16,Thursday,21:16:00,21,15-Dec-16,Thursday,21:41:00,00:25:00,Business,Durham,Cary,13.3,,2,468.9,46,UPI/e-Wallet,Completed
20-Jan-16,Wednesday,17:30:00,17,20-Jan-16,Wednesday,17:37:00,00:07:00,Business,Westpark Place,Whitebridge,1.8,,3,89.4,8,Cash,Completed
07-Nov-16,Monday,12:47:00,12,07-Nov-16,Monday,13:04:00,00:17:00,Business,Whitebridge,Arlington Park at Amberly,6.2,,1,234.6,23,Card,Completed
01-Apr-16,Friday,13:08:00,13,01-Apr-16,Friday,13:19:00,00:11:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,,4,72.9,7,Card,Completed
05-Jan-16,Tuesday,13:28:00,13,05-Jan-16,Tuesday,13:46:00,00:18:00,Business,Lexington Park at Amberly,Westpark Place,1.9,,5,92.7,9,Card,Completed
16-Oct-16,Sunday,13:52:00,13,16-Oct-16,Sunday,14:14:00,00:22:00,Business,Cary,Apex,6.9,,2,257.7,25,Card,Completed
14-Apr-16,Thursday,15:40:00,15,14-Apr-16,Thursday,15:47:00,00:07:00,Business,Apex,Cary,4.6,,2,181.8,18,Uber Cash,Completed
24-Mar-16,Thursday,16:18:00,16,24-Mar-16,Thursday,16:25:00,00:07:00,Business,Whitebridge,Edgehill Farms,2.8,,3,122.4,12,Card,Completed
31-May-16,Tuesday,16:29:00,16,31-May-16,Tuesday,16:59:00,00:30:00,Business,Cary,Morrisville,9.1,,3,330.3,33,Card,Completed
26-Dec-16,Monday,17:23:00,17,26-Dec-16,Monday,17:55:00,00:32:00,Business,Morrisville,Cary,8.1,,3,297.3,29,Uber Cash,Completed
06-Apr-16,Wednesday,08:11:00,8,06-Apr-16,Wednesday,08:32:00,00:21:00,Business,Cary,Morrisville,8.4,Meeting,2,307.2,30,Cash,Completed
13-Jun-16,Monday,11:51:00,11,13-Jun-16,Monday,12:15:00,00:24:00,Business,Arlington,Washington,4.9,,5,191.7,19,Uber Cash,Completed
25-Dec-16,Sunday,19:15:00,19,25-Dec-16,Sunday,19:23:00,00:08:00,Business,Kalorama Triangle,K Street,1,,5,63,6,Uber Cash,Completed
14-Jun-16,Tuesday,21:23:00,21,14-Jun-16,Tuesday,21:29:00,00:06:00,Business,K Street,Kalorama Triangle,1,,2,63,6,Uber Cash,Completed
28-May-16,Saturday,12:46:00,12,28-May-16,Saturday,13:00:00,00:14:00,Business,West End,Northwest Rectangle,2,,5,96,9,Card,Completed
29-Aug-16,Monday,14:59:00,14,29-Aug-16,Monday,15:03:00,00:04:00,Business,K Street,Kalorama Triangle,1.1,,2,66.3,6,Card,Completed
13-Oct-16,Thursday,16:00:00,16,13-Oct-16,Thursday,16:04:00,00:04:00,Business,Kalorama Triangle,Downtown,1.5,,1,79.5,,Card,Completed
04-Jun-16,Saturday,17:23:00,17,04-Jun-16,Saturday,17:30:00,00:07:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,,5,72.9,7,Card,Completed
13-Jan-16,Wednesday,18:17:00,18,13-Jan-16,Wednesday,18:21:00,00:04:00,Business,Kalorama Triangle,Columbia Heights,1.8,,3,89.4,8,Card,Completed
21-Dec-16,Wednesday,19:17:00,19,21-Dec-16,Wednesday,19:27:00,00:10:00,Business,Columbia Heights,Kalorama Triangle,1.5,,2,79.5,,Card,Completed
24-Mar-16,Thursday,06:40:00,6,24-Mar-16,Thursday,06:58:00,00:18:00,Business,Washington,Arlington,6.6,,0,247.8,24,Card,Completed
30-Dec-16,Friday,09:31:00,9,30-Dec-16,Friday,09:53:00,00:22:00,Business,Morrisville,Cary,8,,2,294,29,Card,Completed
23-Oct-16,Sunday,17:14:00,17,23-Oct-16,Sunday,17:23:00,00:09:00,Business,Whitebridge,Edgehill Farms,2.7,,2,119.1,11,Card,Completed
29-Dec-16,Thursday,17:28:00,17,29-Dec-16,Thursday,17:43:00,00:15:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,3,119.1,11,Card,Completed
08-Jan-16,Friday,18:17:00,18,08-Jan-16,Friday,18:23:00,00:06:00,Business,Cary,Morrisville,2.5,,0,112.5,11,Uber Cash,Completed
18-Jun-16,Saturday,20:15:00,20,18-Jun-16,Saturday,20:23:00,00:08:00,Business,Morrisville,Cary,2.5,Meal/Entertain,4,112.5,11,Cash,Completed
23-Jul-16,Saturday,16:17:00,16,23-Jul-16,Saturday,16:31:00,00:14:00,Business,Whitebridge,Farmington Woods,5.2,,4,201.6,20,UPI/e-Wallet,Completed
25-Oct-16,Tuesday,16:37:00,16,25-Oct-16,Tuesday,16:50:00,00:13:00,Business,Farmington Woods,Edgehill Farms,4,,1,162,16,Uber Cash,Completed
